0,"@breakfasttv I received the Astrazeneca vaccine on April 9th. No, I do not regret it! I look forward to getting the Pfizer vaccine on the 28th of this month. I feel confident we will be fully protected. Even if it is unconventional. 😊",0,0,2021-06-20 23:59:37
1,"#Pfizer
#AstraZeneca
#Moderna
#JohnsonAndJohnson 

What's up !  Safe and effective !

⬇️
⬇️ https://t.co/fvw1H8cmXT",3,5,2021-06-20 23:59:33
2,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,212,2021-06-20 23:58:46
3,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,270,2021-06-20 23:57:54
4,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,270,2021-06-20 23:56:29
5,RT @DrEricDing: 13) Vaccine effectiveness against #DeltaVariant according to @PHE_uk — averaging AstraZeneca &amp; Pfizer together (even if dif…,0,94,2021-06-20 23:54:35
6,"RT @james00000001: WHO TO BELIEVE?!
SQott or Canada? 

Morrison, please ask the TGA to approve Pfizer as second dose, ASAP! #auspol #vaccin…",0,32,2021-06-20 23:54:18
7,"RT @ADHDadultlife: Has anyone in the UK had a mix of different #vaccines for the #COVID19 vaccination? 
I.e. AstraZeneca and Pfizer or Mode…",0,1,2021-06-20 23:53:18
8,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,212,2021-06-20 23:51:49
9,"Not close to what is really happening with the side effects. However, list of blood clot symptoms then 'could be between 4 days to 4 weeks' if you fall ill.🤬
Potential side effects explained as second dose rollout accelerates

https://t.co/8t0yZzPUFL

Sent via @updayUK",0,0,2021-06-20 23:51:45
10,"RT @freddie1999: Over 1,000 fully #vaccinated Bangalore 🇮🇳 cops test #COVID19 positive. #Bengaluru #Fauci #BillGates #VaccinesWork 😂 😂 #Ind…",0,7,2021-06-20 23:50:55
11,RT @sumthink: Remember when YOUR government and YOUR doctors told you not to wait for Pfizer and it was totally safe and ok to have the Ast…,0,81,2021-06-20 23:50:35
12,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,270,2021-06-20 23:50:15
13,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,212,2021-06-20 23:48:05
14,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,212,2021-06-20 23:47:36
15,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,270,2021-06-20 23:47:26
16,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,270,2021-06-20 23:46:48
17,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,212,2021-06-20 23:46:38
18,". @TheRioTimes , @Folha_english Regading “China's Sinovac and England's AstraZeneca PLC account for about 96% of shots available in the country, 
compared with just 4% for Pfizer, according to government data”, Bazilians should accept AstraZeneca. https://t.co/NiD2mK9Ymd https://t.co/wEmozSuOk5",0,0,2021-06-20 23:45:46
19,"RT @TheRustler83: 3,752 people have died in Scotland, within 28 days of a vaxxine 🏴󠁧󠁢󠁳󠁣󠁴󠁿💉....

1,289 deaths after #Pfizer
2,461 deaths aft…",0,1307,2021-06-20 23:44:53
20,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,212,2021-06-20 23:43:58
21,"RT @ColoradoHerald: As it turns out, an experimental and unnecessary MRNA vaccine has other, unintended consequences. https://t.co/Rh7hYIBv…",0,1,2021-06-20 23:42:29
22,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,212,2021-06-20 23:41:40
23,"@globalnews Comparing vaccines:
country of origin,
safety,
doses, 
price,
efficacy, and approval. 

Pfizer, Johnson &amp; Johnson, Moderna, AstraZeneca, Sputnik V, Sinopharm, Bharat Biotech (COVAXIN), Medicago (CoVLP) https://t.co/jsEkMgpw3H",3,0,2021-06-20 23:41:10
24,"RT @BogochIsaac: In an era where good news is in short supply, this analysis from Public Health England suggests that both Pfizer &amp; AstraZe…",0,1058,2021-06-20 23:40:29
25,"Vaccine clinics are reacting to new guidance from the National Advisory Committee on immunization suggesting that people who get a first AstraZeneca dose, get a second shot of Pfizer or Moderna instead. @EmilyNTayler has the story.

WATCH VIDEO: https://t.co/t7gwbqKw54 https://t.co/TbKFWslaJx",0,1,2021-06-20 23:40:04
26,"RT @peoplesvaccine: BREAKING: @Pfizer, @JNJNews and @AstraZeneca have paid out $26 BILLION in dividends &amp; stock buybacks to their sharehold…",0,595,2021-06-20 23:38:43
27,"RT @peoplesvaccine: Big pharma monopolies = countries waiting until 2023 for widespread vaccination 💔

@Pfizer @Moderna_tx @BioNTech_Group…",0,27,2021-06-20 23:38:23
28,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,270,2021-06-20 23:37:56
29,@Raman0075 @JenniferFrey75 @regionofpeel Exactly. If it’s safe why hasn’t the United States approved it. Why did even Canada recommend to stop using it. Why are many countries not allowing AstraZeneca vaccinated into their countries but Pfizer and moderna is ok.,0,0,2021-06-20 23:37:18
30,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,212,2021-06-20 23:37:17
31,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,212,2021-06-20 23:36:46
32,Ontario residents who got AstraZeneca shot can now choose another brand for 2nd dose~ https://t.co/iPwPrYKHnG,0,0,2021-06-20 23:36:42
